image_id,bleu_score
25646,0.3032653298563167
25647,0.0
25648,0.2
25649,0.15384615384615385
25650,0.36363636363636365
25651,0.15163266492815836
25652,0.08986579282344431
25653,0.20980356838155134
25654,0.11409269311835378
25655,0.2
25656,0.22062422564614886
25657,0.09306272250443651
25658,0.35588329018524795
25659,0.49713295378576094
25660,0.0
25661,0.15766261764490386
25662,0.4196071367631027
25663,0.24767939992862334
25664,0.0
25665,0.09523809523809525
25666,0.0
25667,0.26691246763893595
25668,0.0
25669,0.3333333333333333
25670,0.3
25671,0.0
25672,0.38940039153570244
25673,0.0
25674,0.44485411273156
25675,0.045111761078870896
25676,0.0
25677,0.10000000000000002
25678,0.2
25679,0.18393972058572117
25680,0.0
25681,0.3333333333333333
25682,0.2963272882726872
25683,0.15159143965003283
25684,0.2222222222222222
25685,0.30318287930006566
25686,0.09735009788392564
25687,0.06766764161830635
25688,0.19470019576785122
25689,0.12500000000000003
25690,0.38940039153570244
25691,0.08187307530779821
25692,0.18181818181818182
25693,0.09735009788392564
25694,0.060568955398396615
25695,0.0
25696,0.2727272727272727
25697,0.1481636441363436
25698,0.0
25699,0.596559544542913
25700,0.46531361252218256
25701,0.12174467525938115
25702,0.22062422564614886
25703,0.21021682352653848
25704,0.0
25705,0.2577334795466146
25706,0.17794164509262397
25707,0.37908166232039586
25708,0.0
25709,0.0
25710,0.32206169703226534
25711,0.0
25712,0.30318287930006566
25713,0.35621132690553037
25714,0.0
25715,0.2527211082135973
25716,0.1637461506155964
25717,0.4
25718,0.2577334795466146
25719,0.1771374572778805
25720,0.07961459006375435
25721,0.24902746807698065
25722,0.06703952348242902
25723,0.2439417958443595
25724,0.10000000000000002
25725,0.0
25726,0.3333333333333333
25727,0.27145122541078787
25728,0.0
25729,0.0
25730,0.0
25731,0.3980729503187718
25732,0.2982797722714565
25733,0.09735009788392564
25734,0.49713295378576094
25735,0.12113791079679323
25736,0.3333333333333333
25737,0.13694344939530048
25738,0.07961459006375435
25739,0.21729910425353913
25740,0.19470019576785122
25741,0.18181818181818182
25742,0.09306272250443651
25743,0.3980729503187718
25744,0.11031211282307446
25745,0.27145122541078787
25746,0.003817547109429981
25747,0.11111111111111109
25748,0.375
25749,0.3436446393954861
25750,0.22062422564614886
25751,0.2424987689582571
25752,0.08120116994196762
25753,0.0301973834223185
25754,0.25500152032774787
25755,0.26691246763893595
25756,0.12197089792217974
25757,0.17182231969774306
25758,0.0
25759,0.0
25760,0.40936537653899097
25761,0.0
25762,0.2222222222222222
25763,0.0
25764,0.17794164509262397
25765,0.37908166232039586
25766,0.0
25767,0.19885318151430437
25768,0.10108844328543891
25769,0.2920502936517768
25770,0.14248453076221212
25771,0.11031211282307446
25772,0.0
25773,0.47768754038252614
25774,0.12174467525938115
25775,0.14433091131819553
25776,0.23076923076923078
25777,0.09048374180359597
25778,0.14285714285714285
25779,0.25
25780,0.0
25781,0.24525296078096154
25782,0.5841005873035536
25783,0.15922918012750872
25784,0.18181818181818182
25785,0.18195919791379003
25786,0.16666666666666669
25787,0.11111111111111109
25788,0.35588329018524795
25789,0.0
25790,0.4274535922866364
25791,0.24202205228903967
25792,0.0
25793,0.009441106681825498
25794,0.2920502936517768
25795,0.3436446393954861
25796,0.3333333333333333
25797,0.07124226538110606
25798,0.32269606971871956
25799,0.3309363384692233
25800,0.13986904558770089
25801,0.8824969025845955
25802,0.3333333333333333
25803,0.5307143272485543
25804,0.4412484512922977
25805,0.11031211282307446
25806,0.16134803485935978
25807,0.0
25808,0.08116311683958743
25809,0.18096748360719192
25810,0.18195919791379003
25811,0.3309363384692233
25812,0.0
25813,0.0
25814,0.16734762011132237
25815,0.3333333333333333
25816,0.4523947572871905
25817,0.1637461506155964
25818,0.22818538623670756
25819,0.10510841176326924
25820,0.0
25821,0.37225089001774603
25822,0.13381535712974757
25823,0.06062469223956427
25824,0.16134803485935978
25825,0.36363636363636365
25826,0.3333333333333333
25827,0.11847987712695618
25828,0.3032653298563167
25829,0.17973158564688863
25830,0.0
25831,0.0
25832,0.25
25833,0.3187519004096849
25834,0.24561922592339458
25835,0.5555555555555556
25836,0.11031211282307446
25837,0.25
25838,0.2727272727272727
25839,0.3
25840,0.16262786389623968
25841,0.15766261764490386
25842,0.0
25843,0.3436446393954861
25844,0.12383969996431167
25845,0.3274923012311928
25846,0.14248453076221212
25847,0.20072303569462135
25848,0.36193496721438384
25849,0.6
25850,0.18181818181818182
25851,0.11156508007421491
25852,0.11031211282307446
25853,0.0
25854,0.0
25855,0.07408182206817181
25856,0.2982797722714565
25857,0.2963272882726872
25858,0.3436446393954861
25859,0.0
25860,0.4444909324090307
25861,0.5515605641153721
25862,0.3333333333333333
25863,0.0669076785648738
25864,0.12500000000000003
25865,0.07999999999999999
25866,0.2021768865708778
25867,0.11111111111111109
25868,0.3126465147588813
25869,0.1771374572778805
25870,0.25
25871,0.19470019576785122
25872,0.4444909324090307
25873,0.23618327637050734
25874,0.13387809608905787
25875,0.2920502936517768
25876,0.4444444444444444
25877,0.2982797722714565
25878,0.08921031160912632
25879,0.26691246763893595
25880,0.21470779802151024
25881,0.0
25882,0.2222222222222222
25883,0.0
25884,0.10510841176326924
25885,0.19885318151430437
25886,0.0
25887,0.30769230769230765
25888,0.0
25889,0.0
25890,0.0
25891,0.4
25892,0.17794164509262397
25893,0.375
25894,0.2
25895,0.0
